5.4689226,0.0,1.5625
4.9225554,0.015625,10.9375
4.8406434,0.078125,12.5
4.415902,0.03125,23.4375
4.5989623,0.015625,15.625
4.6066413,0.078125,21.875
4.325249,0.09375,23.4375
4.65308,0.078125,21.875
4.3556247,0.109375,28.125
4.5840936,0.0625,17.1875
3.9421732,0.15625,39.0625
4.1960998,0.09375,28.125
3.821478,0.125,39.0625
4.0256414,0.140625,39.0625
4.057906,0.171875,34.375
3.6541107,0.171875,39.0625
3.6691415,0.21875,37.5
3.451174,0.234375,43.75
4.110731,0.140625,29.6875
3.8969038,0.15625,42.1875
3.850763,0.203125,31.25
3.263732,0.265625,57.8125
3.4930422,0.1875,45.3125
3.3472562,0.1875,46.875
3.0196524,0.296875,59.375
3.3374393,0.25,53.125
2.9522107,0.3125,59.375
3.1877956,0.328125,57.8125
3.2654498,0.234375,48.4375
3.1216009,0.171875,48.4375
3.2547753,0.28125,53.125
3.3286471,0.234375,48.4375
2.9153643,0.234375,60.9375
3.0445948,0.375,57.8125
2.7701883,0.34375,67.1875
2.7880294,0.4375,56.25
2.9907835,0.328125,60.9375
3.309997,0.234375,51.5625
3.1037772,0.296875,57.8125
2.7917337,0.296875,62.5
3.0380766,0.234375,65.625
2.6763308,0.40625,65.625
2.7966225,0.359375,62.5
2.6561224,0.375,60.9375
2.8890593,0.328125,57.8125
2.9538105,0.359375,59.375
2.934248,0.3125,62.5
2.8177738,0.34375,60.9375
2.3855093,0.390625,67.1875
2.277472,0.46875,76.5625
2.5044162,0.328125,68.75
2.0133736,0.546875,78.125
2.0825896,0.453125,81.25
2.656972,0.390625,65.625
2.7367704,0.40625,60.9375
2.5402374,0.4375,68.75
2.8124561,0.28125,60.9375
2.632806,0.40625,65.625
2.6872087,0.3125,70.3125
2.3913784,0.46875,65.625
2.7888873,0.3125,56.25
2.6390593,0.390625,67.1875
2.178346,0.46875,73.4375
2.2772288,0.453125,73.4375
2.198049,0.359375,75.0
2.205587,0.484375,71.875
2.3233442,0.484375,68.75
2.0946262,0.515625,75.0
2.3441987,0.40625,76.5625
2.1860354,0.515625,81.25
1.9561185,0.53125,79.6875
2.0745485,0.46875,70.3125
2.265852,0.453125,76.5625
2.0614643,0.46875,75.0
2.2756333,0.34375,73.4375
2.443482,0.375,70.3125
2.3363273,0.484375,68.75
1.9379168,0.5,79.6875
2.2121975,0.421875,73.4375
1.8314936,0.515625,79.6875
2.2192445,0.390625,78.125
1.8789511,0.46875,78.125
2.133217,0.453125,75.0
2.1625886,0.453125,75.0
2.1715505,0.5,68.75
